Course Code,Course Description
EDU 5631 Comportement organisationnel (3 crédits),Étude des interactions entre la structure organisationnelle des entités scolaires et les comportements des acteurs.
EDU 5635 La politique et l'éducation (3 crédits),Étude des forces politiques et de leur influence sur la théorie et la pratique en administration scolaire. Analyse des niveaux de politiques. Utilisation des médias. Étude des structures formelles et informelles.
EDU 5642 Courants en didactique des langues secondes (3 crédits),Survol historique et analyse critique des courants méthodologiques associés à l'enseignement et à l'apprentissage des langues secondes.
EDU 5653 Théories et modèles de l'apprentissage (3 crédits),Analyse des principales théories de l'apprentissage. Étude des applications de ces théories aux pratiques éducatives.
EDU 5658 Éducation différenciée (3 crédits),Description et analyse critique d'études et de pratiques de différenciation auprès de l'apprenant en difficulté. Dimensions sociales et politiques de la différenciation. La construction sociale de la différence. La prise en charge de l'apprenant en difficulté dans une construction de compétences.
EDU 5660 Théorie et pratique des programmes d'études (3 crédits),Étude des théories des programmes d'études explicites et implicites. Analyse des étapes de la mise en oeuvre.
EDU 5661 Conception de programmes en enseignement en santé (3 crédits),Étude des fondements et des pratiques en matière de conception de programmes d'études pour les professionnels de la santé.
EDU 5662 Technologie et francophonie (3 crédits),"Exploration des enjeux théoriques et pratiques liés à l’intégration des technologies dans les curricula. Examen des liens entre curriculum, culture et apprentissage en ligne. Réflexions portant sur les identités professionnelle et d’apprenant au sein des nouveaux environnements d’enseignement et d’apprentissage en contexte linguistique minoritaire."
EDU 5670 Éthique professionnelle en psychologie du counselling (3 crédits),Examen des normes et des codes déontologiques de la profession pour les conseillères et conseillers. Étude du contexte juridique et législatif du counselling et de la psychothérapie. Mise en pratique de la prise de décision éthique. Approfondissement des dimensions déontologiques des relations professionnelles.
EDU 5671 Counselling et psychothérapie (3 crédits),Étude des théories de la personnalité et du counselling et examen de leur impact sur la pratique du counselling et de la psychothérapie.
EDU 5674 Psychométrie et mesure d'évaluation en psychologie du counselling (3 crédits),"Initiation à la sélection, à l'administration et à l'interprétation des principaux tests associés à la psychologie du counselling et au counselling professionnel (planification de carrière, intérêts, aptitudes, attitudes, valeurs). Accent sur l'utilisation et l'interprétation quantitative et qualitative des tests utilisés."
EDU 5686 Technologie en enseignement en santé (3 crédits),Étude des enjeux théoriques et pratiques liés à l’intégration des technologies en enseignement en santé. Examen des rôles et des identités professionnelles et d’apprenants en lien avec l’intégration des TIC selon différents contextes en enseignement en santé.
EDU 5687 Modèles d'intégration des technologies de l'information et de la communication en contextes éducatif (3 crédits),Examen des mécanismes d'exploitation des technologies de l'information et de la communication (TIC) et de leurs liens avec les théories d'apprentissage. Analyse des pratiques exemplaires et des modèles émergents.
EDU 5698 Stratégies d’évaluation des apprentissages en enseignement en santé (3 crédits),"Étude des modèles utilisés pour évaluer les domaines de compétence clinique au cours de la formation des  professionnels de la santé, tant au niveau des études de premier cycle que des études supérieures. Analyse  des examens écrits et oraux et d'épreuves portant sur l'accomplissement de tâches."
